year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,PercentageWon,PartyWon
2012,New Jersey,NJ,Atlantic,34001,President,Mitt Romney,republican,46522,113179,0.411047986,Democrat
2012,New Jersey,NJ,Atlantic,34001,President,Other,NA,1057,113179,0.009339188,Democrat
2012,New Jersey,NJ,Bergen,34003,President,Barack Obama,democrat,212754,385407,0.552024224,Democrat
2012,New Jersey,NJ,Bergen,34003,President,Mitt Romney,republican,169070,385407,0.438679111,Democrat
2012,New Jersey,NJ,Bergen,34003,President,Other,NA,3583,385407,0.009296666,Democrat
2012,New Jersey,NJ,Burlington,34005,President,Barack Obama,democrat,126377,215936,0.585252112,Democrat
2012,New Jersey,NJ,Burlington,34005,President,Mitt Romney,republican,87401,215936,0.404754186,Democrat
2012,New Jersey,NJ,Burlington,34005,President,Other,NA,2158,215936,0.009993702,Democrat
2012,New Jersey,NJ,Camden,34007,President,Barack Obama,democrat,153682,225428,0.681734301,Democrat
2012,New Jersey,NJ,Camden,34007,President,Mitt Romney,republican,69476,225428,0.308195965,Democrat
2012,New Jersey,NJ,Camden,34007,President,Other,NA,2270,225428,0.010069734,Democrat
2012,New Jersey,NJ,Cape May,34009,President,Barack Obama,democrat,21657,47931,0.451837016,Republican
2012,New Jersey,NJ,Cape May,34009,President,Mitt Romney,republican,25781,47931,0.537877365,Republican
2012,New Jersey,NJ,Cape May,34009,President,Other,NA,493,47931,0.010285619,Republican
2012,New Jersey,NJ,Cumberland,34011,President,Barack Obama,democrat,34055,55292,0.615911886,Democrat
2012,New Jersey,NJ,Cumberland,34011,President,Mitt Romney,republican,20658,55292,0.373616436,Democrat
2012,New Jersey,NJ,Cumberland,34011,President,Other,NA,579,55292,0.010471678,Democrat
2012,New Jersey,NJ,Essex,34013,President,Barack Obama,democrat,236618,303019,0.780868526,Democrat
2012,New Jersey,NJ,Essex,34013,President,Mitt Romney,republican,64406,303019,0.212547728,Democrat
2012,New Jersey,NJ,Essex,34013,President,Other,NA,1995,303019,0.006583746,Democrat
2012,New Jersey,NJ,Gloucester,34015,President,Barack Obama,democrat,74013,135186,0.547490125,Democrat
2012,New Jersey,NJ,Gloucester,34015,President,Mitt Romney,republican,59456,135186,0.439808856,Democrat
2012,New Jersey,NJ,Gloucester,34015,President,Other,NA,1717,135186,0.012701019,Democrat
2012,New Jersey,NJ,Hudson,34017,President,Barack Obama,democrat,153108,197504,0.775214679,Democrat
2012,New Jersey,NJ,Hudson,34017,President,Mitt Romney,republican,42369,197504,0.214522238,Democrat
2012,New Jersey,NJ,Hudson,34017,President,Other,NA,2027,197504,0.010263083,Democrat
2012,New Jersey,NJ,Hunterdon,34019,President,Barack Obama,democrat,26876,66494,0.404186844,Republican
2012,New Jersey,NJ,Hunterdon,34019,President,Mitt Romney,republican,38687,66494,0.581811893,Republican
2012,New Jersey,NJ,Hunterdon,34019,President,Other,NA,931,66494,0.014001263,Republican
2012,New Jersey,NJ,Mercer,34021,President,Barack Obama,democrat,104377,153511,0.679931731,Democrat
2012,New Jersey,NJ,Mercer,34021,President,Mitt Romney,republican,47355,153511,0.308479523,Democrat
2012,New Jersey,NJ,Mercer,34021,President,Other,NA,1779,153511,0.011588746,Democrat
2012,New Jersey,NJ,Middlesex,34023,President,Barack Obama,democrat,190555,301315,0.632411264,Democrat
2012,New Jersey,NJ,Middlesex,34023,President,Mitt Romney,republican,107310,301315,0.356138924,Democrat
2012,New Jersey,NJ,Middlesex,34023,President,Other,NA,3450,301315,0.011449812,Democrat
2012,New Jersey,NJ,Monmouth,34025,President,Barack Obama,democrat,133145,283978,0.468856742,Republican
2012,New Jersey,NJ,Monmouth,34025,President,Mitt Romney,republican,147513,283978,0.519452211,Republican
2012,New Jersey,NJ,Monmouth,34025,President,Other,NA,3320,283978,0.011691046,Republican
2012,New Jersey,NJ,Morris,34027,President,Barack Obama,democrat,100146,227392,0.440411272,Republican
2012,New Jersey,NJ,Morris,34027,President,Mitt Romney,republican,124947,227392,0.549478434,Republican
2012,New Jersey,NJ,Morris,34027,President,Other,NA,2299,227392,0.010110294,Republican
2012,New Jersey,NJ,Ocean,34029,President,Barack Obama,democrat,102300,251275,0.407123669,Republican
2012,New Jersey,NJ,Ocean,34029,President,Mitt Romney,republican,146474,251275,0.582923092,Republican
2012,New Jersey,NJ,Ocean,34029,President,Other,NA,2501,251275,0.009953238,Republican
2012,New Jersey,NJ,Passaic,34031,President,Barack Obama,democrat,115926,181988,0.636998044,Democrat
2012,New Jersey,NJ,Passaic,34031,President,Mitt Romney,republican,64523,181988,0.354545355,Democrat
2012,New Jersey,NJ,Passaic,34031,President,Other,NA,1539,181988,0.008456602,Democrat
2012,New Jersey,NJ,Salem,34033,President,Barack Obama,democrat,14719,29501,0.49893224,Democrat
2012,New Jersey,NJ,Salem,34033,President,Mitt Romney,republican,14334,29501,0.485881835,Democrat
2012,New Jersey,NJ,Salem,34033,President,Other,NA,448,29501,0.015185926,Democrat
2012,New Jersey,NJ,Somerset,34035,President,Barack Obama,democrat,74592,142922,0.521907054,Democrat
2012,New Jersey,NJ,Somerset,34035,President,Mitt Romney,republican,66603,142922,0.466009432,Democrat
2012,New Jersey,NJ,Somerset,34035,President,Other,NA,1727,142922,0.012083514,Democrat
2012,New Jersey,NJ,Sussex,34037,President,Barack Obama,democrat,26104,67933,0.384260963,Republican
2012,New Jersey,NJ,Sussex,34037,President,Mitt Romney,republican,40625,67933,0.598015692,Republican
2012,New Jersey,NJ,Sussex,34037,President,Other,NA,1204,67933,0.017723345,Republican
2012,New Jersey,NJ,Union,34039,President,Barack Obama,democrat,139752,209831,0.666021703,Democrat
2012,New Jersey,NJ,Union,34039,President,Mitt Romney,republican,68314,209831,0.325566766,Democrat
2012,New Jersey,NJ,Union,34039,President,Other,NA,1765,209831,0.008411531,Democrat
2012,New Jersey,NJ,Warren,34041,President,Barack Obama,democrat,18745,45270,0.414071129,Republican
2012,New Jersey,NJ,Warren,34041,President,Mitt Romney,republican,25744,45270,0.568676828,Republican
2012,New Jersey,NJ,Warren,34041,President,Other,NA,781,45270,0.017252043,Republican
2012,New Mexico,NM,Bernalillo,35001,President,Barack Obama,democrat,150739,270969,0.556296108,Democrat
2012,New Mexico,NM,Bernalillo,35001,President,Mitt Romney,republican,106408,270969,0.392694367,Democrat
2012,New Mexico,NM,Bernalillo,35001,President,Other,NA,13822,270969,0.051009525,Democrat
2012,New Mexico,NM,Catron,35003,President,Barack Obama,democrat,560,2123,0.263777673,Republican
2012,New Mexico,NM,Catron,35003,President,Mitt Romney,republican,1494,2123,0.703721149,Republican
2012,New Mexico,NM,Catron,35003,President,Other,NA,69,2123,0.032501178,Republican
2012,New Mexico,NM,Chaves,35005,President,Barack Obama,democrat,6604,20292,0.325448453,Republican
2012,New Mexico,NM,Chaves,35005,President,Mitt Romney,republican,13088,20292,0.644983245,Republican
2012,New Mexico,NM,Chaves,35005,President,Other,NA,600,20292,0.029568303,Republican
2012,New Mexico,NM,Cibola,35006,President,Barack Obama,democrat,4961,8243,0.601843989,Democrat
2012,New Mexico,NM,Cibola,35006,President,Mitt Romney,republican,2998,8243,0.363702535,Democrat
2012,New Mexico,NM,Cibola,35006,President,Other,NA,284,8243,0.034453476,Democrat
2012,New Mexico,NM,Colfax,35007,President,Barack Obama,democrat,2828,5764,0.490631506,Democrat
2012,New Mexico,NM,Colfax,35007,President,Mitt Romney,republican,2699,5764,0.468251214,Democrat
2012,New Mexico,NM,Colfax,35007,President,Other,NA,237,5764,0.04111728,Democrat
2012,New Mexico,NM,Curry,35009,President,Barack Obama,democrat,4022,13625,0.295192661,Republican
2012,New Mexico,NM,Curry,35009,President,Mitt Romney,republican,9251,13625,0.678972477,Republican
2012,New Mexico,NM,Curry,35009,President,Other,NA,352,13625,0.025834862,Republican
2012,New Mexico,NM,De Baca,35011,President,Barack Obama,democrat,287,902,0.318181818,Republican
2012,New Mexico,NM,De Baca,35011,President,Mitt Romney,republican,586,902,0.649667406,Republican
2012,New Mexico,NM,De Baca,35011,President,Other,NA,29,902,0.032150776,Republican
2012,New Mexico,NM,Dona Ana,35013,President,Barack Obama,democrat,37139,66423,0.559128615,Democrat
2012,New Mexico,NM,Dona Ana,35013,President,Mitt Romney,republican,27322,66423,0.411333424,Democrat
2012,New Mexico,NM,Dona Ana,35013,President,Other,NA,1962,66423,0.029537961,Democrat
2012,New Mexico,NM,Eddy,35015,President,Barack Obama,democrat,6142,19269,0.318750324,Republican
2012,New Mexico,NM,Eddy,35015,President,Mitt Romney,republican,12583,19269,0.653017801,Republican
2012,New Mexico,NM,Eddy,35015,President,Other,NA,544,19269,0.028231875,Republican
2012,New Mexico,NM,Grant,35017,President,Barack Obama,democrat,7090,12902,0.549527205,Democrat
2012,New Mexico,NM,Grant,35017,President,Mitt Romney,republican,5358,12902,0.415284452,Democrat
2012,New Mexico,NM,Grant,35017,President,Other,NA,454,12902,0.035188343,Democrat
2012,New Mexico,NM,Guadalupe,35019,President,Barack Obama,democrat,1488,2135,0.696955504,Democrat
2012,New Mexico,NM,Guadalupe,35019,President,Mitt Romney,republican,557,2135,0.26088993,Democrat
2012,New Mexico,NM,Guadalupe,35019,President,Other,NA,90,2135,0.042154567,Democrat
2012,New Mexico,NM,Harding,35021,President,Barack Obama,democrat,260,601,0.432612313,Republican
2012,New Mexico,NM,Harding,35021,President,Mitt Romney,republican,327,601,0.544093178,Republican
2012,New Mexico,NM,Harding,35021,President,Other,NA,14,601,0.023294509,Republican
2012,New Mexico,NM,Hidalgo,35023,President,Barack Obama,democrat,995,1935,0.514211886,Democrat
2012,New Mexico,NM,Hidalgo,35023,President,Mitt Romney,republican,899,1935,0.464599483,Democrat
2012,New Mexico,NM,Hidalgo,35023,President,Other,NA,41,1935,0.02118863,Democrat
2012,New Mexico,NM,Lea,35025,President,Barack Obama,democrat,4080,17015,0.239788422,Republican
2012,New Mexico,NM,Lea,35025,President,Mitt Romney,republican,12548,17015,0.737466941,Republican
2012,New Mexico,NM,Lea,35025,President,Other,NA,387,17015,0.022744637,Republican
2012,New Mexico,NM,Lincoln,35027,President,Barack Obama,democrat,2942,9242,0.318329366,Republican
2012,New Mexico,NM,Lincoln,35027,President,Mitt Romney,republican,5961,9242,0.644990262,Republican
2012,New Mexico,NM,Lincoln,35027,President,Other,NA,339,9242,0.036680372,Republican
2012,New Mexico,NM,Los Alamos,35028,President,Barack Obama,democrat,5191,10654,0.487234841,Democrat
2012,New Mexico,NM,Los Alamos,35028,President,Mitt Romney,republican,4796,10654,0.450159564,Democrat
2012,New Mexico,NM,Los Alamos,35028,President,Other,NA,667,10654,0.062605594,Democrat
2012,New Mexico,NM,Luna,35029,President,Barack Obama,democrat,3583,7500,0.477733333,Republican
2012,New Mexico,NM,Luna,35029,President,Mitt Romney,republican,3670,7500,0.489333333,Republican
2012,New Mexico,NM,Luna,35029,President,Other,NA,247,7500,0.032933333,Republican
2012,New Mexico,NM,McKinley,35031,President,Barack Obama,democrat,15841,21929,0.722376761,Democrat
2012,New Mexico,NM,McKinley,35031,President,Mitt Romney,republican,5546,21929,0.252907109,Democrat
2012,New Mexico,NM,McKinley,35031,President,Other,NA,542,21929,0.024716129,Democrat
2012,New Mexico,NM,Mora,35033,President,Barack Obama,democrat,1955,2611,0.748755266,Democrat
2012,New Mexico,NM,Mora,35033,President,Mitt Romney,republican,595,2611,0.227882038,Democrat
2012,New Mexico,NM,Mora,35033,President,Other,NA,61,2611,0.023362696,Democrat
2012,New Mexico,NM,Otero,35035,President,Barack Obama,democrat,6829,20012,0.341245253,Republican
2012,New Mexico,NM,Otero,35035,President,Mitt Romney,republican,12451,20012,0.622176694,Republican
2012,New Mexico,NM,Otero,35035,President,Other,NA,732,20012,0.036578053,Republican
2012,New Mexico,NM,Quay,35037,President,Barack Obama,democrat,1383,3707,0.373077961,Republican
2012,New Mexico,NM,Quay,35037,President,Mitt Romney,republican,2202,3707,0.59401133,Republican
2012,New Mexico,NM,Quay,35037,President,Other,NA,122,3707,0.032910709,Republican
2012,New Mexico,NM,Rio Arriba,35039,President,Barack Obama,democrat,11465,15343,0.747246301,Democrat
2012,New Mexico,NM,Rio Arriba,35039,President,Mitt Romney,republican,3397,15343,0.221403898,Democrat
2012,New Mexico,NM,Rio Arriba,35039,President,Other,NA,481,15343,0.031349801,Democrat
2012,New Mexico,NM,Roosevelt,35041,President,Barack Obama,democrat,1727,5969,0.289328196,Republican
2012,New Mexico,NM,Roosevelt,35041,President,Mitt Romney,republican,4043,5969,0.677332887,Republican
2012,New Mexico,NM,Roosevelt,35041,President,Other,NA,199,5969,0.033338918,Republican
2012,New Mexico,NM,Sandoval,35043,President,Barack Obama,democrat,27236,54079,0.503633573,Democrat
2012,New Mexico,NM,Sandoval,35043,President,Mitt Romney,republican,24387,54079,0.450951386,Democrat
2012,New Mexico,NM,Sandoval,35043,President,Other,NA,2456,54079,0.045415041,Democrat
2012,New Mexico,NM,San Juan,35045,President,Barack Obama,democrat,15855,46237,0.342907196,Republican
2012,New Mexico,NM,San Juan,35045,President,Mitt Romney,republican,28849,46237,0.623937539,Republican
2012,New Mexico,NM,San Juan,35045,President,Other,NA,1533,46237,0.033155265,Republican
2012,New Mexico,NM,San Miguel,35047,President,Barack Obama,democrat,8850,11509,0.76896342,Democrat
2012,New Mexico,NM,San Miguel,35047,President,Mitt Romney,republican,2303,11509,0.200104266,Democrat
2012,New Mexico,NM,San Miguel,35047,President,Other,NA,356,11509,0.030932314,Democrat
2012,New Mexico,NM,Santa Fe,35049,President,Barack Obama,democrat,50872,69245,0.734666763,Democrat
2012,New Mexico,NM,Santa Fe,35049,President,Mitt Romney,republican,15500,69245,0.223842877,Democrat
